1693,2021/03/03,09:04:04,2021/03/03,09:45:46
1694,2021/03/03,09:53:17,2021/03/03,10:44:22
1695,2021/03/03,12:00:24,2021/03/03,13:24:55
1711,2021/03/03,15:33:17,2021/03/04,07:39:49
1712,2021/03/04,07:43:54,2021/03/04,08:43:15
1716,2021/03/04,09:56:38,2021/03/04,10:29:23
1717,2021/03/04,10:34:06,2021/03/06,14:41:58
1718,2021/03/06,14:44:58,2021/03/10,05:30:49
1719,2021/03/10,05:34:49,2021/03/10,16:11:49
1720,2021/03/10,16:15:09,2021/03/10,16:47:08
1721,2021/03/10,17:01:24,2021/03/10,17:28:50
1722,2021/03/10,17:32:45,2021/03/11,13:57:12
1724,2021/03/11,13:52:52,2021/03/12,22:39:09
1725,2021/03/12,22:42:07,2021/03/14,06:39:17
1726,2021/03/14,06:41:55,2021/03/15,02:19:55
1727,2021/03/15,02:23:34,2021/03/15,02:53:51
1728,2021/03/15,02:57:14,2021/03/15,11:13:31
1729,2021/03/15,11:16:12,2021/03/17,01:09:44
1732,2021/03/17,01:28:18,2021/03/17,08:59:57
1749,2021/03/18,08:18:34,2021/03/20,04:44:32
1750,2021/03/20,14:47:25,2021/03/20,18:32:59
1751,2021/03/20,18:38:59,2021/03/20,19:29:24
1752,2021/03/20,19:33:37,2021/03/21,00:57:48
1753,2021/03/21,01:00:29,2021/03/21,15:34:26
1754,2021/03/21,15:37:49,2021/03/21,19:18:52
1755,2021/03/21,19:21:46,2021/03/21,20:25:31
1756,2021/03/21,20:28:50,2021/03/21,22:29:57
1757,2021/03/21,22:33:28,2021/03/22,00:21:58
1758,2021/03/22,00:24:53,2021/03/22,02:16:07
1759,2021/03/22,02:19:02,2021/03/22,08:00:42
1760,2021/03/22,08:03:14,2021/03/22,09:23:18
1761,2021/03/22,09:25:59,2021/03/22,01:49:30
1762,2021/03/22,11:52:38,2021/03/22,12:06:05
1763,2021/03/22,12:08:54,2021/03/22,13:16:49
1766,2021/03/22,14:23:53,2021/03/22,16:49:55
1767,2021/03/22,16:52:34,2021/03/22,17:13:16
1768,2021/03/22,17:16:57,2021/03/22,17:33:40
1769,2021/03/22,17:38:14,2021/03/24,05:30:32
1770,2021/03/24,05:35:13,2021/03/24,09:53:22
1784,2021/03/24,16:18:22,2021/03/24,18:02:34
1785,2021/03/24,18:06:40,2021/03/25,13:25:15
1786,2021/03/25,13:41:23,2021/03/25,14:10:48
1787,2021/03/25,14:17:21,2021/03/27,12:01:13
1788,2021/03/27,12:03:52,2021/03/29,11:49:44
1789,2021/03/29,11:52:51,2021/03/29,13:19:55
1790,2021/03/29,13:22:21,2021/03/31,07:36:33
1791,2021/03/31,07:38:52,2021/03/31,08:21:16
1795,2021/03/31,08:37:53,2021/03/31,09:00:04
1796,2021/03/31,09:03:10,2021/03/31,09:46:48
1797,2021/03/31,10:49:34,2021/03/31,11:14:23
1798,2021/03/31,11:23:46,2021/03/31,11:55:19
1799,2021/03/31,12:02:13,2021/04/01,07:03:20
1800,2021/04/01,07:06:08,2021/04/01,07:06:53
1801,2021/04/01,07:11:08,2021/04/01,07:13:36
1802,2021/04/01,07:16:17,2021/04/01,07:21:19
1803,2021/04/01,07:27:51,2021/04/01,08:05:07
1804,2021/04/01,08:09:43,2021/04/01,08:13:49
1805,2021/04/01,08:16:23,2021/04/01,08:22:46
1806,2021/04/01,08:28:52,2021/04/01,08:50:18
1807,2021/04/01,08:52:50,2021/04/01,18:25:54
1808,2021/04/01,18:29:24,2021/04/01,19:12:38
1809,2021/04/01,19:15:23,2021/04/01,22:04:07
1810,2021/04/01,22:07:15,2021/04/02,06:31:42
1811,2021/04/02,06:40:59,2021/04/02,06:53:17
1812,2021/04/02,06:56:32,2021/04/02,08:09:39
1813,2021/04/02,08:15:16,2021/04/02,09:39:42
1814,2021/04/02,09:43:54,2021/04/02,21:36:21
1815,2021/04/02,21:38:49,2021/04/05,09:59:57
1816,2021/04/05,10:03:36,2021/04/05,10:56:09
1817,2021/04/05,10:58:48,2021/04/05,21:19:25
1818,2021/04/05,21:21:56,2021/04/06,10:14:26
1819,2021/04/06,10:17:38,2021/04/07,08:59:41
1821,2021/04/07,09:04:43,2021/04/07,10:44:05
1822,2021/04/07,11:53:24,2021/04/07,13:46:55
1823,2021/04/07,13:53:13,2021/04/07,14:18:49
1824,2021/04/07,15:10:04,2021/04/07,15:40:12
1825,2021/04/07,15:44:06,2021/04/08,07:47:54
1826,2021/04/08,09:04:15,2021/04/09,15:41:06
1828,2021/04/09,15:51:55,2021/04/11,07:50:38
1829,2021/04/11,07:53:07,2021/04/11,09:59:29
1830,2021/04/11,10:01:30,2021/04/13,08:31:04
1831,2021/04/13,08:34:16,2021/04/14,04:29:24
1832,2021/04/14,04:36:03,2021/04/14,05:28:57
1833,2021/04/14,05:33:05,2021/04/14,05:50:23
1834,2021/04/14,06:13:42,2021/04/14,16:08:54
1835,2021/04/14,16:21:05,2021/04/14,17:22:59
1836,2021/04/14,17:25:54,2021/04/15,15:11:32
1837,2021/04/15,15:14:16,2021/04/16,17:02:02
1838,2021/04/16,17:05:15,2021/04/16,18:32:55
1839,2021/04/16,18:40:27,2021/04/19,10:17:29
1840,2021/04/19,10:35:43,2021/04/19,12:15:31
1842,2021/04/19,12:42:29,2021/04/19,12:56:18
1843,2021/04/19,13:04:29,2021/04/21,08:59:44
1846,2021/04/21,09:39:21,2021/04/21,21:38:50
1848,2021/04/21,21:56:32,2021/04/21,22:29:13
1849,2021/04/21,22:39:27,2021/04/22,08:17:59
1850,2021/04/22,08:22:44,2021/04/27,08:17:25
1851,2021/04/27,08:17:29,2021/04/27,08:56:08
1852,2021/04/27,08:59:00,2021/04/27,09:02:20
1853,2021/04/27,09:06:42,2021/04/28,05:29:19
1854,2021/04/28,05:33:46,2021/04/28,10:46:37
1855,2021/04/28,11:11:51,2021/04/28,11:18:26
1856,2021/04/28,11:38:50,2021/04/28,14:18:25
1857,2021/04/28,14:51:55,2021/04/28,15:54:13
1858,2021/04/28,15:56:42,2021/04/28,16:14:40
1859,2021/04/28,16:19:18,2021/04/28,16:32:32
1860,2021/04/28,16:36:31,2021/04/28,16:51:15
1861,2021/04/28,16:53:55,2021/04/28,17:13:01
1862,2021/04/28,17:15:49,2021/04/28,17:22:47
1863,2021/04/28,17:25:38,2021/04/28,17:31:55
1864,2021/04/28,17:40:24,2021/04/30,08:57:21
1865,2021/05/09,09:15:59,2021/05/10,00:17:34
1866,2021/05/10,00:20:25,2021/05/10,17:25:30
1867,2021/05/10,17:27:24,2021/05/11,17:22:02
1868,2021/05/11,17:27:20,2021/05/12,02:59:29
1869,2021/05/12,03:10:07,2021/05/12,03:27:23
1870,2021/05/12,03:30:27,2021/05/12,08:58:48
1871,2021/05/12,09:02:03,2021/05/12,12:56:11
1872,2021/05/12,13:03:52,2021/05/13,00:55:26
1873,2021/05/13,00:58:00,2021/05/13,08:55:57
1874,2021/05/13,08:57:37,2021/05/14,03:49:11
1875,2021/05/14,03:52:45,2021/05/14,04:13:19
1876,2021/05/14,04:15:51,2021/05/14,04:40:22
1877,2021/05/14,04:44:07,2021/05/14,05:36:46
1878,2021/05/14,05:39:19,2021/05/17,22:43:47
1879,2021/05/17,22:48:18,2021/05/19,05:28:43
1880,2021/05/19,05:32:24,2021/05/19,09:54:54
1891,2021/05/19,11:11:50,2021/05/19,15:13:12
1892,2021/05/19,15:18:53,2021/05/19,15:32:47
1893,2021/05/19,15:36:45,2021/05/19,16:02:44
1894,2021/05/19,16:05:41,2021/05/19,16:44:08
1895,2021/05/19,17:25:47,2021/05/20,10:36:13
1896,2021/05/20,10:49:49,2021/05/20,13:03:12
1897,2021/05/20,13:06:46,2021/05/20,13:19:30
1898,2021/05/20,13:22:28,2021/05/20,14:32:12
1899,2021/05/20,13:22:28,2021/05/20,14:32:12
1900,2021/05/20,14:49:59,2021/05/20,17:02:37
1901,2021/05/20,17:05:04,2021/05/20,17:54:45
1902,2021/05/20,17:57:21,2021/05/20,20:01:03
1903,2021/05/20,20:03:30,2021/05/20,22:13:52
1904,2021/05/20,22:16:40,2021/05/21,00:07:45
1905,2021/05/21,00:10:08,2021/05/21,03:48:00
1906,2021/05/21,03:50:27,2021/05/21,04:01:23
1907,2021/05/21,04:04:03,2021/05/21,05:57:51
1908,2021/05/21,06:00:18,2021/05/21,10:08:18
1909,2021/05/21,10:13:38,2021/05/24,01:45:24
1910,2021/05/24,01:47:50,2021/05/26,08:58:45
1911,2021/05/26,09:03:15,2021/05/26,09:38:13
1912,2021/05/26,10:10:47,2021/05/26,21:04:24
1913,2021/05/26,21:08:24,2021/05/27,08:43:13
1914,2021/05/27,08:45:49,2021/05/28,09:26:54
1915,2021/05/28,09:29:39,2021/05/28,11:11:42
1916,2021/05/28,11:24:19,2021/06/01,04:10:36
1917,2021/06/01,04:17:19,2021/06/02,05:29:35
1918,2021/06/02,05:33:08,2021/06/02,16:32:22
1919,2021/06/02,16:35:43,2021/06/02,17:15:35
1920,2021/06/02,17:18:12,2021/06/03,21:44:34
1921,2021/06/03,21:50:04,2021/06/04,00:08:53
1922,2021/06/04,00:12:20,2021/06/04,15:45:47
1923,2021/06/04,15:48:45,2021/06/06,16:06:28
1924,2021/06/06,16:09:08,2021/06/07,00:51:03
1925,2021/06/07,00:55:32,2021/06/07,03:18:12
1926,2021/06/07,03:20:03,2021/06/07,05:11:24
1928,2021/06/07,05:15:18,2021/06/07,07:42:18
1930,2021/06/07,07:46:14,2021/06/07,08:40:29
1932,2021/06/07,08:43:17,2021/06/08,03:01:33
1933,2021/06/08,03:04:07,2021/06/08,05:04:48
1934,2021/06/08,05:09:11,2021/06/08,07:03:21
1935,2021/06/08,07:06:42,2021/06/08,08:53:30
1936,2021/06/08,08:56:04,2021/06/09,08:59:23
1937,2021/06/09,09:02:36,2021/06/10,07:41:17
1938,2021/06/10,07:44:33,2021/06/10,08:49:21
1939,2021/06/10,08:52:56,2021/06/10,09:36:31
1940,2021/06/10,10:11:16,2021/06/12,02:16:15
1941,2021/06/12,02:19:54,2021/06/12,03:26:56
1942,2021/06/12,03:29:32,2021/06/13,03:45:22
1943,2021/06/13,03:49:45,2021/06/13,04:19:08
1944,2021/06/13,04:21:47,2021/06/16,08:43:36
1945,2021/06/16,08:47:28,2021/06/16,16:23:00
1946,2021/06/16,16:56:38,2021/06/16,17:43:21
1947,2021/06/16,17:46:48,2021/06/18,16:16:54 
1948,2021/06/18,16:28:51,2021/06/19,19:57:10
1949,2021/06/19,20:00:52,2021/06/19,22:27:47
1950,2021/06/19,22:30:53,2021/06/21,09:51:55
1951,2021/06/21,10:14:58,2021/06/22,09:39:40 
1952,2021/06/22,10:10:27,2021/06/23,08:58:57
1953,2021/06/23,09:02:00,2021/06/23,13:45:54
2040,2022/02/04,14:21:19,2022/02/04,15:17:26
2041,2022/02/04,15:24:56,2022/02/04,16:03:15
2046,2022/02/07,13:54:13,2022/02/07,14:48:19
2047,2022/02/07,15:03:17,2022/02/07,15:49:50
2048,2022/02/07,15:59:37,2022/02/07,13:52:50
2049,2022/02/08,13:59:40,2022/02/09,13:46:49
2079,2022/02/15,10:12:59,2022/02/15,10:40:33
2080,2022/02/15,10:49:07,2022/02/15,11:40:44
2081,2022/02/15,11:45:32,2022/02/15,12:38:14
2094,2022/02/24,14:15:43,2022/02/24,17:15:18
2095,2022/02/24,17:17:54,2022/02/26,16:59:42
2096,2022/02/27,08:24:01,2022/03/02,08:57:40
2097,2022/03/02,09:00:52,2022/03/03,08:39:59
2098,2022/03/03,08:45:01,2022/03/04,08:14:33
2099,2022/03/04,08:18:02,2022/03/04,08:53:54
2100,2022/03/04,08:56:58,2022/03/07,13:14:08
2101,2022/03/07,14:00:33,2022/03/07,14:27:10
2102,2022/03/07,14:38:51,2022/03/07,15:36:58
2103,2022/03/07,15:42:21,2022/03/07,16:39:01
2104,2022/03/07,16:44:04,2022/03/07,17:41:21
2105,2022/03/07,18:00:23,2022/03/08,13:17:18
2106,2022/03/08,13:51:34,2022/03/08,14:12:05
2107,2022/03/08,14:20:06,2022/03/09,08:39:19
2108,2022/03/09,08:41:57,2022/03/09,17:34:09
2109,2022/03/09,17:36:39,2022/03/09,23:22:29
2110,2022/03/09,23:25:57,2022/03/10,00:35:59
2111,2022/03/10,00:38:19,2022/03/10,09:29:31
2112,2022/03/10,09:31:52,2022/03/11,10:18:51
2113,2022/03/11,10:36:03,2022/03/14,11:43:57
2114,2022/03/14,11:46:30,2022/03/15,09:18:14
2115,2022/03/15,12:37:23,2022/03/15,12:54:29
2116,2022/03/15,15:12:32,2022/03/15,15:25:11
2117,2022/03/15,16:18:46,2022/03/16,08:57:33
2118,2022/03/16,09:01:24,2022/03/16,17:50:12
2119,2022/03/16,20:14:32,2022/03/17,08:45:54
2120,2022/03/17,08:49:36,2022/03/17,09:18:04
2122,2022/03/17,13:05:48,2022/03/20,15:40:19
2123,2022/03/20,15:43:31,2022/03/20,16:41:22
2126,2022/03/20,17:08:25,2022/03/23,05:30:21
2127,2022/03/23,05:33:31,2022/03/23,09:45:01
2131,2022/03/23,11:40:54,2022/03/23,12:45:58
2132,2022/03/23,12:49:03,2022/03/23,14:56:05
2133,2022/03/23,14:59:18,2022/03/23,18:18:53
2134,2022/03/23,18:22:35,2022/03/24,13:17:08
2135,2022/03/24,16:28:36,2022/03/25,10:07:45
2136,2022/03/25,12:16:03,2022/03/25,08:11:57
2137,2022/03/26,08:15:06,2022/03/26,20:00:00
2138,2022/03/26,20:02:39,2022/03/29,12:45:44
2139,2022/03/29,16:41:04,2022/03/30,08:57:01
2140,2022/03/30,09:00:14,2022/03/20,09:46:14
2141,2022/03/30,09:49:27,2022/03/30,12:00:47
2142,2022/03/30,12:04:02,2022/03/30,12:46:55
2143,2022/03/30,16:38:20,2022/03/31,08:52:24
2144,2022/03/31,08:55:17,2022/03/31,12:47:06
2145,2022/03/31,16:39:09,2022/04/02,16:32:08
2146,2022/04/02,16:36:40,2022/04/04,09:18:39
2147,2022/04/04,16:51:18,2022/04/06,08:57:18
2148,2022/04/06,09:00:09,2022/04/06,09:48:39
2149,2022/04/06,09:51:30,2022/04/06,12:06:28
2150,2022/04/06,12:09:06,2022/04/06,17:11:14
2151,2022/04/06,18:02:54,2022/04/07,08:45:57
2152,2022/04/07,08:38:28,2022/04/07,09:29:41
2153,2022/04/07,16:35:01,2022/04/08,10:13:59
2154,2022/04/08,10:30:03,2022/04/08,11:18:29
2155,2022/04/08,16:40:20,2022/04/11,10:26:06
2156,2022/04/11,10:35:08,2022/04/11,11:06:28
2157,2022/04/11,13:04:07,2022/04/11,19:19:47
2158,2022/04/11,19:23:09,2022/04/13,08:50:16
2159,2022/04/13,08:53:55,2022/04/13,09:46:44
2160,2022/04/13,09:50:14,2022/04/13,12:03:29
2161,2022/04/13,15:41:29,2022/04/13,19:40:27
2162,2022/04/13,19:48:11,2022/04/13,21:51:10
2167,2022/04/13,22:42:20,2022/04/14,15:58:14
2168,2022/04/14,15:06:49,2022/04/17,14:04:18
2169,2022/04/17,14:11:10,2022/04/19,09:59:13
2170,2022/04/19,10:04:09,2022/04/20,08:56:21
2171,2022/04/20,09:00:15,2022/04/20,09:46:28
2172,2022/04/20,09:49:36,2022/04/20,12:39:03
2173,2022/04/20,12:42:47,2022/04/21,08:53:29
2174,2022/04/21,08:57:50,2022/04/28,08:56:12
2175,2022/04/28,08:59:31,2022/04/28,09:46:54
2176,2022/04/28,09:50:10,2022/04/28,12:03:00
2178,2022/05/11,11:43:15,2022/05/11,11:54:22
2179,2022/05/11,16:57:32,2022/05/11,21:40:59
2180,2022/05/11,21:44:04,2022/05/12,08:34:37
2181,2022/05/12,08:40:04,2022/05/18,08:55:29
2182,2022/05/18,09:00:20,2022/05/18,09:45:28
2183,2022/05/18,09:49:02,2022/05/18,12:00:29
2184,2022/05/18,12:04:03,2022/05/18,14:13:40
2185,2022/05/18,16:18:00,2022/05/19,08:48:58
2189,2022/05/19,10:41:25,2022/05/25,08:50:18
2190,2022/05/25,08:57:32,2022/05/25,09:45:18
2191,2022/05/25,09:48:33,2022/05/25,11:55:17
2192,2022/05/25,12:02:35,2022/05/25,16:52:21
2193,2022/05/25,16:57:35,2022/05/26,13:13:59
2195,2022/05/26,16:38:40,2022/05/27,09:19:44
2196,2022/05/27,11:08:16,2022/05/29,15:52:15
2197,2022/05/29,16:19:11,2022/05/30,08:41:09
2198,2022/05/30,08:46:24,2022/05/31,08:56:15
2199,2022/05/31,16:50:06,2022/06/01,08:55:24
2248,2023/04/18,10:11:03,2023/04/19,08:52:29
2249,2023/04/19,09:00:29,2023/04/19,09:52:26
2253,2023/04/19,11:36:01,2023/04/19,13:55:17
2254,2023/04/19,13:58:48,2023/04/19,14:41:21
2257,2023/04/19,16:11:26,2023/04/20,07:28:01
2258,2023/04/20,11:23:12,2023/04/20,11:46:12
2259,2023/04/20,11:49:17,2023/04/25,18:06:54
2260,2023/04/25,18:10:14,2023/04/26,09:18:56
2263,2023/04/26,10:03:24,2023/04/26,12:49:48
2264,2023/04/26,12:53:33,2023/04/26,16:34:24
2265,2023/04/27,10:37:02,2023/04/27,21:29:00
2266,2023/04/28,08:44:03,2023/04/28,21:13:03
2267,2023/05/01,08:51:38,2023/05/01,20:34:59
2268,2023/05/08,08:48:37,2023/05/08,21:40:30
2269,2023/05/09,09:34:46,2023/05/09,20:53:22
2270,2023/05/10,08:48:28,2023/05/10,20:31:59
2271,2023/05/11,08:55:18,2023/05/11,20:57:13
2272,2023/05/12,09:03:29,2023/05/11,18:04:39
2273,2023/05/13,08:26:08,2023/05/13,08:44:09
2274,2023/05/13,08:48:10,2023/05/13,12:52:05
2275,2023/05/13,12:54:33,2023/05/13,16:05:12
2278,2023/05/13,16:18:27,2023/05/17,07:36:37
2279,2023/05/17,07:40:11,2023/05/17,10:45:58
2280,2023/05/17,10:49:17,2023/05/17,12:55:51
2281,2023/05/17,12:59:07,2023/05/17,16:41:24
2282,2023/05/17,16:44:59,2023/05/17,17:17:55
2283,2023/05/17,17:22:10,2023/05/24,09:06:03
2284,2023/05/24,09:09:07,2023/05/24,09:44:09
2286,2023/05/24,11:45:57,2023/05/25,17:16:37
2287,2023/05/25,18:19:13,2023/05/25,18:50:26
2288,2023/05/25,18:55:30,2023/05/25,21:04:54
2290,2023/05/25,21:07:46,2023/05/31,08:51:11
2291,2023/05/31,08:54:40,2023/05/31,09:51:11
2292,2023/05/31,09:54:29,2023/05/31,12:08:12
2293,2023/05/31,12:11:44,2023/05/31,16:15:39
2294,2023/05/31,16:32:26,2023/05/31,17:23:26
2296,2023/05/31,17:26:19,2023/06/01,13:05:52
2297,2023/06/01,13:35:09,2023/06/02,16:11:26
